Report ID,Report Version,Reporting Entity,Report_Type_1 Day Update,Report_Type_5 Day Update,Report_Type_10 Day Update,Report_Type_Monthly Report,"Report_Type_Updated, but no time indicated",Report Month,Report Year,Submission Year,Submission Month,VIN,VIN - Unknown,Make,Model,Model Year,Same Vehicle ID,Mileage,Mileage - Unknown,Driver / Operator Type_Consumer,Driver / Operator Type_In-Vehicle,Driver / Operator Type_Remote,Driver / Operator Type_None or Other,ADAS/ADS System Version,ADAS/ADS System Version - Unk,ADAS/ADS System Version CBI,ADAS/ADS Hardware Version,ADAS/ADS Hardware Version - Unk,ADAS/ADS Hardware Version CBI,ADAS/ADS Software Version,ADAS/ADS Software Version - Unk,ADAS/ADS Software Version CBI,Other Reporting Entities?,Other Reporting Entities? - Unk,Other Reporting Entities? - NA,Federal Regulatory Exemption?,Federal Reg. Exemption - Unk,Federal Reg. Exemption - No,State or Local Permit?,State or Local Permit,ADS Equipped?,Automation System Engaged_ADAS,Automation System Engaged_ADS,"Automation System Engaged_Unknown, see Narrative",Operating Entity,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Other,Source - Other Text,Incident Year,Incident Month,Incident Date - Unknown,Notice Received Year,Notice Received Month,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,City,City - Unknown,State,Roadway Type_Highway / Freeway,Roadway Type_Intersection,Roadway Type_Parking Lot,Roadway Type_Street,Roadway Type_Traffic Circle,Roadway Type_Unknown,Roadway Surface_Dry,Roadway Surface_Snow / Slush / Ice,Roadway Surface_Unknown,Roadway Surface_Wet,Roadway Description_No Unusual Conditions,Roadway Description_Traffic Incident,Roadway Description_Work Zone,"Roadway Description_Other, Unknown or Missing",Posted Speed Limit (MPH),Posted Speed Limit - Unknown,Lighting_Dark - Lighted,Lighting_Dark - Not Lighted,Lighting_Dawn / Dusk,Lighting_Daylight,Lighting_Other or Unknown,Lighting_Dark - Unknown Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Rain,Weather - Severe Wind,Weather - Unknown,Weather - Other,Weather - Other Text,Crash With,Highest Injury Severity Alleged_Minor,Highest Injury Severity Alleged_Moderate,Highest Injury Severity Alleged_No Injuries Reported,Highest Injury Severity Alleged_Serious,Highest Injury Severity Alleged_Unknown,Property Damage?,CP Pre-Crash Movement,CP Any Air Bags Deployed?,CP Was Vehicle Towed?,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,SV Any Air Bags Deployed?,SV Was Vehicle Towed?,SV Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - Unknown,Law Enforcement Investigating?,Investigating Agency,Investigating Agency - Unknown,Rep Ent Or Mfr Investigating?,Investigating Officer Name,Inv. Officer Name - Unknown,Investigating Officer Phone,Inv. Officer Phone - Unknown,Investigating Officer Email,Inv. Officer Email - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?
30610-4810,2,"Zoox, Inc.",0,0,1,0,0,,,2023,2,5TDDCRFHXGS,0,Toyota,Highlander,2016.0,5e28e7f4219df90,89119.0,0,0,1,0,0,66.23.02.05,0,0,,0,0,,0,0,,0,0,,0,0,0,,1,0,1,0,Zoox,0,1,0,1,0,0,0,,2023,2,0,2023,2,13:50,0,28aee38d1d3ed89,Paradise,0,NV ,0,1,0,0,0,0,1,0,0,0,1,0,0,0,45.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,Non-Motorist: Cyclist,1,0,0,0,0,1,"Other, see Narrative",0,0,0,0,0,0,0,0,0,0,0,0,0,Merging,0,0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,No,, ,No,, ,, ,, ,Yes, ,"A Zoox vehicle in autonomy was stopped in a merge lane yielding and waiting for cross traffic when a bicyclist approached the side of the vehicle on a parallel path and made a gesture to the driver. When the Zoox vehicle began to move and had reached approximately 5mph, the cyclist changed trajectory towards the Zoox vehicle, which braked, and the cyclist made low speed contact with the rear of the Zoox vehicle. The cyclist reported no injury at the scene, but later followed up with an email stating he was sore. Police were not called, contact information was exchanged, and the cyclist rode away. This 10-Day update provides complete information for this incident.",
30531-4883,1,Transdev Alternative Services,0,0,0,1,0,1.0,2023.0,2023,2,SADHW2S15M1,0,Jaguar,I-Pace,2021.0,c01ea2068860b0f,22991.0,0,0,1,0,0,5th Generation ADS,0,0,,0,0,,0,0,,0,0,,0,0,0,,1,0,1,0,Waymo LLC,0,1,0,0,0,0,0,,2023,1,0,2023,1,17:08,0,5bb5073dab94bae,San Francisco,0,CA ,0,1,0,0,0,0,1,0,0,0,1,0,0,0,35.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,Passenger Car,0,0,1,0,0,1,Proceeding Straight,0,0,0,0,1,0,0,1,0,0,1,0,0,Proceeding Straight,0,0,1,34.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,No,, ,Yes,, ,, ,, ,Yes, ,"On January [XXX], 2023 at 5:08 PM PST a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger vehicle on [XXX] at [XXX].
The Waymo AV was traveling north on [XXX] when, upon entering the intersection at [XXX], a passenger vehicle which had previously been stopped at a red light, proceeded through the red light.  The passenger vehicle approached from the left and made contact with the left rear bumper of the Waymo AV.  The other vehicle immediately left the scene of the collision.  At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position).  Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01.  Waymo may supplement or correct its reporting with additional information as it may become available.",
30270-4882,1,Waymo LLC,0,0,0,1,0,1.0,2023.0,2023,2,2C4RC1K74HR,0,Chrysler,Pacifica,2017.0,27c58a6d27dde97,64430.0,0,0,0,0,1,4th Generation ADS,0,0,,0,0,,0,0,,0,0,,0,0,0,,1,0,1,0,Waymo LLC,0,1,0,0,0,0,0,,2023,1,0,2023,1,13:53,0,34eb0b5b2852fc9,Chandler,0,AZ ,0,1,0,0,0,0,1,0,0,0,1,0,0,0,25.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,Pickup Truck,0,0,1,0,0,1,Proceeding Straight,0,0,0,0,0,0,0,0,0,0,1,0,0,Making Right Turn,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,No,, ,Yes,, ,, ,, ,Yes, ,"On January [XXX], 2023 at 1:53 PM PST a Waymo Autonomous Vehicle (Waymo AV) operating in Chandler, Arizona was in a collision involving a pickup truck on [XXX] and [XXX].
While attempting a right turn from [XXX] onto [XXX], the Waymo AV was stopped at a stop sign while yielding to traffic approaching from the left. A truck that had previously been stopped behind the Waymo AV proceeded forward and made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",
30270-4881,1,Waymo LLC,0,0,0,1,0,1.0,2023.0,2023,2,SADHW2S15M1,0,Jaguar,I-Pace,2021.0,c01ea2068860b0f,22991.0,0,0,0,0,1,5th Generation ADS,0,0,,0,0,,0,0,,0,0,,0,0,0,,1,0,1,0,Waymo LLC,0,1,0,0,0,0,0,,2023,1,0,2023,1,17:08,0,5bb5073dab94bae,San Francisco,0,CA ,0,1,0,0,0,0,1,0,0,0,1,0,0,0,35.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,Passenger Car,0,0,1,0,0,1,Proceeding Straight,0,0,0,0,1,0,0,1,0,0,1,0,0,Proceeding Straight,0,0,1,34.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,No,, ,Yes,, ,, ,, ,Yes, ,"On January [XXX], 2023 at 5:08 PM PST a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving a passenger vehicle on [XXX] at [XXX].
The Waymo AV was traveling north on [XXX] when, upon entering the intersection at [XXX], a passenger vehicle which had previously been stopped at a red light, proceeded through the red light. The passenger vehicle approached from the left and made contact with the left rear bumper of the Waymo AV. The other vehicle immediately left the scene of the collision. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the drivers seating position). Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",
30270-4880,1,Waymo LLC,0,0,0,1,0,1.0,2023.0,2023,2,SADHW2S1XM1,0,Jaguar,I-Pace,2021.0,f5166bf634e8c45,26717.0,0,0,0,0,1,5th Generation ADS,0,0,,0,0,,0,0,,0,0,,0,0,0,,1,0,1,0,Waymo LLC,0,1,0,0,0,0,0,,2023,1,0,2023,1,17:36,0,c945bf9a7866541,Phoenix,0,AZ ,0,0,1,0,0,0,1,0,0,0,1,0,0,0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,First Responder Vehicle,0,0,1,0,0,1,Backing,0,0,0,0,0,0,0,0,0,1,0,0,0,Stopped,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,No,, ,No,, ,, ,, ,Yes, ,"On January [XXX], 2023 at 5:36 PM PST a Waymo Autonomous Vehicle (Waymo AV) operating in Phoenix, Arizona was in a collision involving a tow truck in a parking lot near [XXX] and [XXX].
While the Waymo AV stopped in a parking lot in autonomous mode, a tow truck approached from behind the Waymo and attempted to complete a multi-point turn. While performing a multi-point turn, the tow truck reversed into the rear left sensor of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode. The Waymo sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",
30391-4811,2,Kodiak Robotics,0,0,1,0,0,,,2023,2,1XKYD49XXPJ,0,Kenworth Motor Truck Co,T680,2023.0,2309d0a572da37c,40405.0,0,0,1,0,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,,0,0,,0,0,,0,0,,0,0,0,,1,0,1,0,"Kodiak Robotics, Inc.",0,0,0,0,1,0,0,,2023,2,0,2023,2,10:15,0,d1097c7706589a9,Waxahachie,0,TX ,1,0,0,0,0,0,1,0,0,0,0,0,1,0,60.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,SUV,0,0,1,0,0,1,Lane / Road Departure,0,1,0,0,0,0,0,0,0,0,1,0,0,Proceeding Straight,0,0,1,56.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,Yes,Waxahachie Police Department, ,No,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Yes, ,"10-Day Report Update: A police report was issued after the 1-Day SGO incident report was submitted. It determined the driver of the crossover SUV to be at fault and noted that the crossover SUVs driver advised officers that he fell asleep while driving and caused the accident. The content of this incident report is otherwise unchanged from the initial incident report submitted on February 7, 2023 [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION].
On Feb [XXX], 2023, at 10:15am CST a Kodiak Robotics autonomous Kenworth Class 8 semi-truck (""Kodiak AV"") traveling northbound on [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION] in [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION], Texas was rear-ended by a crossover SUV. The Kodiak AV was traveling in the far-right lane of a three-lane portion of [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]. Shortly before making contact, a crossover SUV traveling in the far-left lane abruptly swerved out of its lane, across the center lane, and into the right lane where it collided with the rear left corner of the trailer attached to the Kodiak AV. At the time of the incident, the Kodiak AV was being driven manually by the safety driver who had disengaged the system from autonomous mode approximately 21.5 seconds prior to impact. 
No injuries were reported at the scene. The trailer's impact guard sustained minor damage but was able to drive away from the scene. The crossover SUV sustained damage to its hood and was towed away from the scene. 
Kodiak is reporting this crash under Request No. 1 of the Standing General Order 2021-01 because the crossover SUV required towing. Kodiak may supplement or correct its reporting with additional information as it may become available.",Y
30410-4799,1,Motional,0,0,0,1,0,1.0,2023.0,2023,2,KMHKM4AE7M1,0,Hyundai,Ioniq 5,2021.0,ed2dae19cdf8cb4,3474.0,0,0,1,0,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,,0,0,,0,0,,0,0,,0,0,0,,1,0,1,0,Motional,0,0,0,1,0,0,0,,2023,1,0,2023,1,13:17,0,1016e5c64e50462,Las Vegas,0,NV ,0,0,0,1,0,0,1,0,0,0,1,0,0,0,35.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,Passenger Car,0,0,1,0,0,1,Passing,0,0,0,0,0,0,0,0,1,0,0,0,0,Proceeding Straight,0,0,1,18.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Yes,Las Vegas Metropolitan Police, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,Yes, ,"On Friday, January [XXX], at 1:17 PM PT, a Motional Hyundai Ioniq 5 was operating in autonomous mode with a safety driver at the wheel. The Motional vehicle was [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION] in the right lane on [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION], preparing to turn right onto [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION].  [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION] widened to add a right-turn lane, and a bus in front of the Motional vehicle entered that lane.  After the Motional vehicle signaled and began to move toward that lane (but before it left its lane), it detected that the bus was stopping and began to recenter itself in its lane.  At the same time, another vehicle aggressively moved into the Motional vehicles lane from the left without signaling and made contact with the Motional vehicles front driver-side bumper. The safety operator disengaged autonomous mode less than one second before the collision.",Y
30270-4768,2,Waymo LLC,0,0,1,0,0,,,2023,1,SADHW2S10M1,0,Jaguar,I-Pace,2021.0,6f605e952015487,29338.0,0,0,0,0,1,5th Generation ADS,0,0,,0,0,,0,0,,0,0,,0,0,0,,1,0,1,0,Waymo LLC,0,1,0,0,0,0,0,,2023,1,0,2023,1,13:38,0,d9f1dce22a59e61,Phoenix,0,AZ ,0,1,0,0,0,0,1,0,0,0,1,0,0,0,35.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,Motorcycle,0,0,1,0,0,1,"Other, see Narrative",0,0,0,0,0,0,0,0,0,0,0,0,1,Proceeding Straight,0,0,1,8.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,No,, ,Yes,, ,, ,, ,Yes, ,"Other than updating the Law Enforcement Investigating? field, the content of this report is unchanged from the initial report submitted on January 25, 2023 [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]. 
On January [XXX], 2023 at 1:38 PM PST a Waymo Autonomous Vehicle (Waymo AV) operating in Phoenix, Arizona was in a collision with a minibike whose rider was no longer on it on [XXX] at [XXX].
The Waymo AV was traveling in the leftmost lane on eastbound [XXX], with a group of smaller motorcycles, more commonly known as minibikes, traveling in the right adjacent lane next to and ahead of the Waymo AV. A minibike rider in the group lost control and fell off the minibike a short distance ahead of the Waymo AV in the adjacent lane and the minibike, without a rider, tumbled into the Waymo AV's lane. The Waymo AV applied maximum brake force but made contact with the riderless minibike just before coming to a stop. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage. The minibike was damaged but it is not possible to determine whether all or some of that damage occurred when the minibike fell to the road before the collision. Because we checked on the minibike riders well-being shortly after the crash, Waymo is aware that the individual sustained minor injuries when they fell from the minibike but the subsequent collision with the riderless minibike did not cause those injuries.
Although we do not believe this event falls under Request No. 1 of Standing General Order 2021-01, we consulted NHTSA and submitted this report at the agencys request on the day of the consultation. Waymo may supplement or correct its reporting with additional information as it may become available.",
30531-4720,2,Transdev Alternative Services,0,0,0,0,1,12.0,2022.0,2023,1,SADHW2S1XM1,0,Jaguar,I-Pace,2021.0,ecc86902e84d762,20087.0,0,0,1,0,0,5th Generation,0,0,,0,0,,0,0,,0,0,,0,0,0,,1,0,1,0,Waymo LLC,0,1,0,0,0,0,0,,2022,12,0,2022,12,12:35,0,9d43f7feeb9350e,San Francisco,0,CA ,0,1,0,0,0,0,1,0,0,0,1,0,0,0,30.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,Passenger Car,0,0,1,0,0,1,Proceeding Straight,0,0,0,0,0,0,0,1,0,0,0,0,0,Stopped,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,No,, ,Yes,, ,, ,, ,Yes, ,"Update: Latitude should read: [XXX] and longitude should read: [XXX]. Previous updates did not save correct numbers.
On December [XXX], 2022 at 12:35 PM PST a Waymo Autonomous Vehicle (""Waymo AV'') operating in San Francisco, California was in a collision involving a passenger vehicle on [XXX] at [XXX].The Waymo AV was stopped facing south on [XXX] for a red light in the right lane of the three-lane street while in autonomous mode. A passenger vehicle approached from behind and made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position). The Waymo sustained damage. Transdev Alternative Services is reporting this crash under Request No. 2 of Standing General Order 2021-01. Transdev may supplement or correct its reporting with additional information as it may become available.This report is a duplicate of Waymo LLC WaymoLLC- 20221213-0 (rev.20230117152233).",
30531-4726,2,Transdev Alternative Services,0,0,0,0,1,12.0,2022.0,2023,1,SADHW2S11M1,0,Jaguar,I-Pace,2021.0,0e6a53c810d6e3f,34517.0,0,0,1,0,0,5th Generation,0,0,,0,0,,0,0,,0,0,,0,0,0,,1,0,1,0,Waymo LLC,0,1,0,0,0,0,0,,2022,12,0,2022,12,03:15,0,f055ebc4395a187,San Francisco,0,CA ,0,1,0,0,0,0,0,0,0,1,1,0,0,0,30.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,Passenger Car,0,0,1,0,0,1,Proceeding Straight,0,0,0,0,0,0,0,1,0,0,0,0,0,Stopped,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,No,, ,Yes,, ,, ,, ,Yes, ,"Update: Latitude should read: [XXX] and longitude should read: [XXX]. Previous updates did not save correct numbers.
On December [XXX], 2022 at 3:15 AM PST a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger vehicle on [XXX] and [XXX].The Waymo AV was stopped facing north on [XXX] for a red light in the right lane of the three-lane street while in autonomous mode. A passenger vehicle approached from behind and stopped behind the Waymo AV before eventually proceeding forward and making contact with the rear of the Waymo AV while the AV was still stopped at the red light. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the drivers seating position). The Waymo sustained damage. Transdev Alternative Services is reporting this crash under Request No. 2 of Standing General Order 2021-01. Transdev may supplement or correct its reporting with additional information as it may become available. This report is a duplicate of WaymoLLC-20221229-0 (rev.20230117153132).",
30531-4721,3,Transdev Alternative Services,0,0,0,0,1,12.0,2022.0,2023,1,1XPBD49X5MD,0,Peterbilt,579 Epiq,2021.0,e3f4abc806213fd,224066.0,0,0,1,0,0,5th Generation,0,0,,0,0,,0,0,,0,0,,0,0,0,,1,0,1,0,Waymo LLC,0,1,0,0,0,0,0,,2022,12,0,2022,12,05:18,0,38b526747d0f6d0,Sacaton,0,AZ ,1,0,0,0,0,0,1,0,0,0,1,0,0,0,75.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,Heavy Truck,0,0,1,0,0,1,Proceeding Straight,0,0,1,0,0,0,0,0,0,0,0,0,0,Changing Lanes,0,0,1,51.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,Yes,Arizona Department of Public Safety, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,Yes, ,"Updated: LATITUDE should read: [XXX] and LONGITUDE should read: [XXX]. Previous updates did not save correct numbers.
On December [XXX], 2022 at 5:18 AM PST a Waymo Autonomous Vehicle (""Waymo AV) Peterbilt Class 8 semi-truck and trailer operating in Sacaton, Arizona was in a collision involving a Class 8 semi-truck and flat-bed trailer on [XXX], near mile marker [XXX]. The Waymo AV was traveling straight in autonomous mode in the leftmost lane, when the test driver took manual control and attempted a right lane change. As the test driver prepared to make the lane change, there was a Class 8 semi-truck and flat-bed trailer passing in the adjacent right lane. As the Waymo AV test driver initiated the lane change, the Waymo AV made contact with the rear corner of the flat-bed trailer. At the time of the impact, the Waymo AV's Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV sustained damage. Transdev Alternative Services is reporting this crash under Request No. 2 of Standing General Order 2021-01. Transdev may supplement or correct its reporting with additional information as it may become available. This report is a duplicate of WaymoLLC-20221216-0 (rev.20230117160244).",
30531-4719,4,Transdev Alternative Services,0,0,0,0,1,12.0,2022.0,2023,1,SADHW2S16M1,0,Jaguar,I- Pace,2021.0,3c6f579b1a334dc,31404.0,0,0,1,0,0,5th Generation,0,0,,0,0,,0,0,,0,0,,0,0,0,,1,0,1,0,Waymo LLC,0,1,0,0,0,0,0,,2022,12,0,2022,12,16:54,0,bd4f1d59062450f,San Francisco,0,CA ,0,1,0,0,0,0,1,0,0,0,1,0,0,0,25.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,SUV,0,0,1,0,0,1,Changing Lanes,0,0,0,0,0,0,0,0,1,1,0,0,0,Stopped,0,0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,No,, ,Yes,, ,, ,, ,Yes, ,"Updated: LATITUDE should read: [XXX] and LONGITUDE should read: [XXX]. Previous updates did not save correct numbers latitude and longitud.
On December [XXX], 2022 at 4:54 PM PST a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving an SUV on [XXX] at [XXX].The Waymo AV was stopped facing east on [XXX] behind stopped traffic in the left-most through lane in autonomous mode. An SUV approached from behind and attempted to change lanes into the left turn lane, making contact with the left rear sensor of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position). Both vehicles sustained damage.Transdev Alternative Services is reporting this crash under Request No. 2 of Standing General Order 2021-01. Transdev may supplement or correct its reporting with additional information as it may become available. This report is a duplicate of WaymoLLC-20221212-0 (rev.20230117152426).",
30270-4710,1,Waymo LLC,0,0,0,1,0,12.0,2022.0,2023,1,SADHW2S11M1,0,Jaguar,I-Pace,2021.0,0e6a53c810d6e3f,34517.0,0,0,1,0,0,5th Generation ADS,0,0,,0,0,,0,0,,0,0,,0,0,0,,1,0,1,0,Waymo LLC,0,1,0,0,0,0,0,,2022,12,0,2022,12,03:15,0,f055ebc4395a187,San Francisco,0,CA ,0,1,0,0,0,0,0,0,0,1,1,0,0,0,30.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,Passenger Car,0,0,1,0,0,1,Proceeding Straight,0,0,0,0,0,0,0,1,0,0,0,0,0,Stopped,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,No,, ,Yes,, ,, ,, ,Yes, ,"On December [XXX], 2022 at 3:15 AM PST a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving a passenger vehicle on [XXX] and [XXX].
The Waymo AV was stopped facing north on [XXX] for a red light in the right lane of the three-lane street while in autonomous mode. A passenger vehicle approached from behind and stopped behind the Waymo AV before eventually proceeding forward and making contact with the rear of the Waymo AV while the AV was still stopped at the red light. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the drivers seating position). The Waymo sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",
30270-4708,1,Waymo LLC,0,0,0,1,0,12.0,2022.0,2023,1,1XPBD49X5MD,0,Peterbilt,579 Epiq,2021.0,e3f4abc806213fd,224066.0,0,0,1,0,0,5th Generation ADS,0,0,,0,0,,0,0,,0,0,,0,0,0,,1,0,1,0,Waymo LLC,0,1,0,0,0,0,0,,2022,12,0,2022,12,5:18,0,38b526747d0f6d0,Sacaton,0,AZ ,1,0,0,0,0,0,1,0,0,0,1,0,0,0,75.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,"Other, see Narrative",0,0,1,0,0,1,Proceeding Straight,0,0,1,0,0,0,0,0,0,0,0,0,0,Changing Lanes,0,0,1,51.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,Yes,Arizona Department of Public Safety, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,Yes, ,"On December [XXX], 2022 at 5:18 AM PST a Waymo Autonomous Vehicle (Waymo AV) Peterbilt Class 8 semi-truck and trailer operating in Sacaton, Arizona was in a collision involving a Class 8 semi-truck and flat-bed trailer on [XXX], near mile marker [XXX]. 
The Waymo AV was traveling straight in autonomous mode in the leftmost lane, when the test driver took manual control and attempted a right lane change. As the test driver prepared to make the lane change, there was a Class 8 semi-truck and flat-bed trailer passing in the adjacent right lane. As the Waymo AV test driver initiated the lane change, the Waymo AV made contact with the rear corner of the flat-bed trailer. At the time of the impact, the Waymo AVs Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",
30270-4707,1,Waymo LLC,0,0,0,1,0,12.0,2022.0,2023,1,SADHW2S1XM1,0,Jaguar,I-Pace,2021.0,ecc86902e84d762,20087.0,0,0,1,0,0,5th Generation ADS,0,0,,0,0,,0,0,,0,0,,0,0,0,,1,0,1,0,Waymo LLC,0,1,0,0,0,0,0,,2022,12,0,2022,12,12:35,0,9d43f7feeb9350e,San Francisco,0,CA ,0,1,0,0,0,0,1,0,0,0,1,0,0,0,30.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,Passenger Car,0,0,1,0,0,1,Proceeding Straight,0,0,0,0,0,0,0,1,0,0,0,0,0,Stopped,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,No,, ,Yes,, ,, ,, ,Yes, ,"On December [XXX], 2022 at 12:35 PM PST a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving a passenger vehicle on [XXX] at [XXX].
The Waymo AV was stopped facing south on [XXX] for a red light in the right lane of the three-lane street while in autonomous mode. A passenger vehicle approached from behind and made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the drivers seating position). The Waymo sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",
