Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN - Unknown,Serial Number,Make,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Mileage,Mileage - Unknown,Driver / Operator Type,ADAS/ADS System Version,ADAS/ADS System Version - Unk,ADAS/ADS System Version CBI,ADAS/ADS Hardware Version,ADAS/ADS Hardware Version - Unk,ADAS/ADS Hardware Version CBI,ADAS/ADS Software Version,ADAS/ADS Software Version - Unk,ADAS/ADS Software Version CBI,Other Reporting Entities?,Other Reporting Entities? - Unk,Other Reporting Entities? - NA,Federal Regulatory Exemption?,Other Federal Reg. Exemption,Federal Reg. Exemption - Unk,Federal Reg. Exemption - No,State or Local Permit?,State or Local Permit,ADS Equipped?,Automation System Engaged?,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Other,Source - Other Text,Incident Date,Incident Date - Unknown,Notice Received Date,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude - Unknown,Longitude,Longitude - Unknown,Address,Address - Unknown,City,City - Unknown,State,Zip Code,Zip Code - Unknown,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Posted Speed Limit - Unknown,Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Rain,Weather - Severe Wind,Weather - Unknown,Weather - Other,Weather - Other Text,Crash With,Highest Injury Severity Alleged,Property Damage?,CP Pre-Crash Movement,CP Any Air Bags Deployed?,CP Was Vehicle Towed?,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,SV Any Air Bags Deployed?,SV Was Vehicle Towed?,SV Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Law Enforcement Investigating?,Investigating Agency,Investigating Agency - Unknown,Rep Ent Or Mfr Investigating?,Investigating Officer Name,Inv. Officer Name - Unknown,Investigating Officer Phone,Inv. Officer Phone - Unknown,Investigating Officer Email,Inv. Officer Email - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?
30290-3985,1,Argo AI,Monthly,9,2022,OCT-2022,1FMCU0DZ8LU, ,N/A,Ford,Escape, ,2020, ,27e565631721655,2902, ,In-Vehicle (Commercial / Test),"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,, , ,, , ,, , ,,, , ,,,Yes,ADS,Argo AI, , , , ,Y,Y, , ,,SEP-2022, ,SEP-2022,10:23, ,19bef0b9be25744,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Miami, ,FL ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25, ,Daylight,Y, , , , , , , ,,Heavy Truck,No Injuries Reported,Yes,Proceeding Straight,No,No, , ,Y, , , , , , , , ,Stopped,No,No,Yes,0, , , ,Y, , , , , , , , , , , , ,Y,Y, , ,Yes,Miami Police Department, ,Yes,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"An Argo AI Autonomous Vehicle (""Argo AV"") was impacted on the driver side front bumper sensor pod while traveling [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]. The Argo AV came to a complete stop when it identified a semi-trailer truck (""the Actor"") attempting to turn right onto [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION] while exiting a parking lot. The Actor completed their turn onto [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION] and attempted to slowly maneuver between the stationary AV (eastbound) and a parked semi-trailer truck (westbound). The Actor's driver-side wheel contacted the corner of the front bumper sensor pod. The actor did not stop and left the scene. [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION] 
""Other"" data availability: test vehicle data.",Y
30412-3978,2,Cruise LLC,Update,,,OCT-2022,5G21A6P00N4, ,N/A,Cruise,AV, ,2022, ,20fd2beae76defe,3341, ,Remote (Commercial / Test),"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,, , ,, , ,, , ,,, , ,,,Yes,ADS,Cruise LLC, , ,Y, ,Y, , , ,,SEP-2022, ,SEP-2022,05:14, ,62c1ea636449cfd,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,No,No, , ,Y, , , , , , , , ,"Other, see Narrative",No,No,No Passengers in Vehicle,0, , , , , , , ,Y, , , , ,Y, ,Y, ,Y,Y, , ,Yes,San Francisco Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"Cruise is submitting this updated report to correct the incident time. A Cruise autonomous vehicle (""Cruise AV""), operating in driverless autonomous mode, was traveling eastbound on [XXX] between [XXX] and [XXX]. The Cruise AV approached a semi-trailer truck that was stopped in the left lane of traffic. The Cruise AV stopped before maneuvering into the bus and taxi lane to pass the semi-trailer truck. As the Cruise AV was slowly maneuvering around the semi-trailer truck and merging back into the left lane of traffic, a Honda Accord traveling behind the Cruise AV attempted to pass the Cruise AV and made contact with the Cruise AV, damaging the rear passenger side bumper of the Cruise AV. The driver of the Honda Accord left the scene without exchanging information. There were no reported injuries. [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
30413-3943,1,May Mobility,Monthly,9,2022,OCT-2022,5TDYRKEC0MS, ,N/A,Toyota,Sienna, ,2021, ,1b8e1ba43ca8f0b,700, ,In-Vehicle and Remote (Commercial / Test),4, , ,, , ,, , ,, , ,,, , ,,,Yes,ADS,May Mobility, , ,Y, ,Y, , , ,,SEP-2022, ,SEP-2022,09:02, ,379fa369488a397,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Sun City, ,AZ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Parking Lot,Dry,No Unusual Conditions,,Y,Daylight,Y, , , , , , , ,,Passenger Car,No Injuries Reported,No,Backing,No,No, , , ,Y, , , , , , , ,Backing,No,No,No Passengers in Vehicle,0, , , , , , ,Y, , , , , , , ,Y, ,Y, , , ,No,, ,No,, ,, ,, ,Yes, ,"The May Mobility vehicle was traveling in autonomy through a parking lot and comes to a stop due to a vehicle backing up. Vehicle begins to reverse further so the operator in the May Mobility vehicle takes over and manually reverses. The other vehicle continues backing up and does not stop, contacting the front of the May Mobility vehicle. Other vehicle then proceeds to drive away.",
502-3914,2,Ford Motor Company,10-Day Update,,,OCT-2022,1FMCU0DZ3LU, ,N/A,Ford,Escape, ,2020, ,9a0d2b6602a2ffb,4006, ,In-Vehicle (Commercial / Test),"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,, , ,, , ,, , ,,, , ,,,Yes,ADS,Argo AI, , , , ,Y,Y, , ,,SEP-2022, ,SEP-2022,17:24, ,0bbd9f4a21e80a6,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Palo Alto, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25, ,Daylight,Y, , , , , , , ,,Non-Motorist: Cyclist,No Injuries Reported,Yes,"Other, see Narrative",,, , , , , , , , , , , ,Proceeding Straight,No,No,Yes,21, , , , , , , , ,Y, , , , , , , ,Y,Y, , ,No,, ,Yes,, ,, ,, ,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,2022-10-[XXX] - Submission of 10-Day Update reported by Argo AI to Ford (Report # 30290-3913-2): Argo AI has not received notice of any material new or materially different information about this incident.,
30290-3913,2,Argo AI,10-Day Update,,,OCT-2022,1FMCU0DZ3LU, ,N/A,Ford,Escape, ,2020, ,9a0d2b6602a2ffb,4006, ,In-Vehicle (Commercial / Test),"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,, , ,, , ,, , ,,, , ,,,Yes,ADS,Argo AI, , , , ,Y,Y, , ,,SEP-2022, ,SEP-2022,17:24, ,0bbd9f4a21e80a6,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Palo Alto, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25, ,Daylight,Y, , , , , , , ,,Non-Motorist: Cyclist,No Injuries Reported,Yes,"Other, see Narrative",,, , , , , , , , , , , ,Proceeding Straight,No,No,Yes,21, , , , , , , , ,Y, , , , , , , ,Y,Y, , ,No,, ,Yes,, ,, ,, ,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,2022-10-[XXX]- Submission of 10 Day Update for Report 30290-3913-1: Argo AI has not received notice of any material new or materially different information about this incident.,
30531-3809,2,Transdev Alternative Services,10-Day Update,,,SEP-2022,SADHW2S17M1, ,N/A,Jaguar,I-Pace, ,2021, ,2e36ef5640679ec,29977, ,In-Vehicle (Commercial / Test),5th Generation ADS, , ,, , ,, , ,, , ,,, , ,,,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,SEP-2022, ,SEP-2022,13:13, ,5ecd17ff9881950,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Phoenix, ,AZ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,35, ,Daylight,Y, , , , , , , ,,Passenger Car,Unknown,Yes,Proceeding Straight,No,Unknown,Y, ,Y,Y, ,Y,Y, ,Y, , ,Stopped,No,Yes,Yes,0, , , , , , , ,Y, , , , , , ,Y, ,Y,Y, , ,Unknown,,Y,Yes,,Y,,Y,,Y,Yes, ,"Other than updating the ADS Version to the correct Waymo ADS generation, and correcting the ""Were All Passengers Belted?"" and ""Property Damage?"" fields, the content of this report is unchanged from the initial report.
On September [XXX], 2022 at 1:13 PM PST a Waymo Autonomous Vehicle ( Waymo AV ) operating in Phoenix, Arizona was in a collision involving two passenger cars on [XXX] at [XXX].
The Waymo AV was stopped in traffic at a red light facing West on [XXX]. The passenger car immediately behind the Waymo AV slowed and came to a near stop when a second passenger car approaching from behind made contact with the rear of the first passenger car, causing that car to make contact with the rear of the Waymo AV.
At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position). All three vehicles sustained damage.
Transdev Alternative Services is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away, because of airbag deployment, and because an occupant in one of the passenger vehicles was transported for medical attention.  Transdev may supplement or correct its reporting with additional information as it may become available.  This report is a duplicate of report ID 30270-3786-1.",
30270-3786,2,Waymo LLC,10-Day Update,,,SEP-2022,SADHW2S17M1, ,N/A,Jaguar,I-Pace, ,2021, ,2e36ef5640679ec,29977, ,In-Vehicle (Commercial / Test),5th Generation ADS, , ,, , ,, , ,, , ,,, , ,,,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,SEP-2022, ,SEP-2022,13:13, ,5ecd17ff9881950,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Phoenix, ,AZ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,35, ,Daylight,Y, , , , , , , ,,Passenger Car,Unknown,Yes,Proceeding Straight,No,Unknown,Y, ,Y,Y, ,Y,Y, ,Y, , ,Stopped,No,Yes,Yes,0, , , , , , , ,Y, , , , , , ,Y, ,Y,Y, , ,Unknown,,Y,Yes,,Y,,Y,,Y,Yes, ,"Other than updating the ADS Version to the correct Waymo ADS generation, and correcting the Were All Passengers Belted? and Property Damage? fields, the content of this report is unchanged from the initial report submitted on September [XXX], 2022 [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]. 
On September [XXX], 2022 at 1:13 PM PST a Waymo Autonomous Vehicle (Waymo AV) operating in Phoenix, Arizona was in a collision involving two passenger cars on [XXX] at [XXX].
The Waymo AV was stopped in traffic at a red light facing West on [XXX]. The passenger car immediately behind the Waymo AV slowed and came to a near stop when a second passenger car approaching from behind made contact with the rear of the first passenger car, causing that car to make contact with the rear of the Waymo AV.
At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the drivers seating position). All three vehicles sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away, because of airbag deployment, and because an occupant in one of the passenger vehicles was transported for medical attention. Waymo may supplement or correct its reporting with additional information as it may become available.",
30414-3903,1,Easymile Inc.,Monthly,8,2022,SEP-2022,VJRD1A10230, ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],Ligier,EZ10 Gen 3, ,2019, ,da2b2192cb706f3,5357, ,In-Vehicle (Commercial / Test),Voyager 11 (21.02.4), , ,, , ,, , ,, , ,,, , ,,,Yes,ADS,"First Transit, Inc.", , , ,Y, ,Y, ,Y,Operator Report,AUG-2022, ,AUG-2022,16:23, ,1ddae575afe5d5a,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Rochester, ,MN ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25, ,Daylight,Y, , , , , , , ,,SUV,No Injuries Reported,Yes,Passing,No,No, , , , , , , , ,Y, , ,Proceeding Straight,No,No,Yes,0, ,Y, , , , , , , , , , , ,Y, , ,Y,Y, , ,Yes,Rochester Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,Yes, ,"Prior to the crash, on August [XXX], 2022 autonomous shuttle (MNCAV2, V005) for the Med City Mover was travelling southbound on
 [XXX]. in autonomous ADS mode. The vehicle was functioning normally prior to the event in autonomous mode. At 16:23 CT,
the shuttle entered the intersection of [XXX] and [XXX]. The shuttle experienced an unknown e-stop. The vehicle behind
the shuttle was following closely and attempting to pass the shuttle at this time and hit the rear left corner of the shuttle. No injuries
reported to the two passengers on-board the shuttle or the operator or other vehicles two passengers. Seatbelts were used by the
shuttle passengers at the time of the incident. 911 was called and the Minnesota Department of Public Safety was dispatched to file a
report.
Details of the event can be provided in video format, a police report and an operator summary. The GPX coordinates above are
approximate at the time of the e-stop.
The shuttle had experienced an unknown e-stop at 15:59 CT on [XXX] (no passengers).",
30531-3884,1,Transdev Alternative Services,Monthly,8,2022,SEP-2022,SADHW2S18M1, ,N/A,Jaguar,I-Pace, ,2021, ,006bac2ce63f1bf,28679, ,In-Vehicle (Commercial / Test),5th Generation ADS, , ,, , ,, , ,, , ,,, , ,,,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,AUG-2022, ,AUG-2022,18:15, ,f4d487ba374fe26,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25, ,Daylight, , ,Y, , , , , ,,Van,No Injuries Reported,Yes,Proceeding Straight,No,No, , ,Y, , ,Y, , ,Y, , ,Stopped,No,No,Yes,0, ,Y, , ,Y, , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On August [XXX], 2022 at 6:05 PM PST a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a van on [XXX] at [XXX].
The Waymo AV was traveling west on [XXX] and came to a stop behind a double-parked vehicle in the right lane.  Shortly after coming to a stop, a van approached from behind and made contact with the rear of the Waymo AV.  The van then changed lanes and left the scene.  At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position).  The Waymo AV sustained damage.
Transdev Alternative Services is reporting this crash under Request No. 2 of Standing General Order 2021-01.  Transdev may supplement or correct its reporting with additional information as it may become available.  This report is a duplicate of WaymoLLC-202208[XXX]-0 (rev.202209[XXX]162510).",
30531-3883,1,Transdev Alternative Services,Monthly,8,2022,SEP-2022,SADHW2S11M1, ,N/A,Jaguar,I-Pace, ,2021, ,03a8719f5e6a313,44439, ,In-Vehicle (Commercial / Test),5th Generation ADS, , ,, , ,, , ,, , ,,, , ,,,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,AUG-2022, ,AUG-2022,00:06, ,46e037718707dda,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Tempe, ,AZ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,30, ,Dark - Lighted, , , , , , ,Y, ,,Passenger Car,No Injuries Reported,Yes,Stopped,No,No, ,Y, , , , , , , , , ,Proceeding Straight,No,No,Yes,10, , , , , , , ,Y, , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On August [XXX], 2022 at 12:06 AM PST a Waymo Autonomous Vehicle (""Waymo AV"") operating in Tempe, Arizona was in a collision involving a passenger vehicle near [XXX].
The Waymo AV was traveling eastbound on [XXX] when it approached a passenger vehicle stopped along the right shoulder in the bike lane.  As the Waymo AV passed the passenger vehicle, one of the passenger vehicle's driver side doors opened and made contact with the Waymo AV.  At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position).  Both vehicles sustained damage.
Transdev Alternative Services is reporting this crash under Request No. 2 of Standing General Order 2021-01.  Transdev may supplement or correct its reporting with additional information as it may become available.  This report is a duplicate of WaymoLLC-202208[XXX]-0 (rev.202209[XXX]205246).",
30531-3882,1,Transdev Alternative Services,Monthly,8,2022,SEP-2022,1XPBD49XXMD, ,N/A,Peterbilt,579 Epiq, ,2021, ,3c9d14cc7392a38,194446, ,In-Vehicle (Commercial / Test),5th Generation ADS, , ,, , ,, , ,, , ,,, , ,,,Yes,ADS,Waymo LLC, , , , , , , ,Y,Driver Report,AUG-2022, ,AUG-2022,18:33, ,a2d260068d10cc9,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Ennis, ,TX ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,No Unusual Conditions,65, ,Dawn / Dusk, , ,Y, , , , , ,,Heavy Truck,No Injuries Reported,Yes,Changing Lanes,No,No, , , , , , ,Y, , , , ,Proceeding Straight,No,No,Yes,61, , , ,Y, , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On August [XXX], 2022 at 6:33 PM PST a Waymo Autonomous Vehicle (""Waymo AV"") Peterbilt Class 8 semi-truck and trailer, operating in Ennis, Texas was in a collision involving a Class 8 semi-truck and trailer on northbound [XXX] near [XXX].
The Waymo AV was traveling in autonomous mode in the middle lane on [XXX] when a Class 8 semi-truck and trailer began to pass it in the adjacent left lane.  Before the adjacent Class 8 semi-truck and trailer had fully passed the Waymo AV, it began to execute a right lane change and its trailer (the right side, rear section) entered the lane in which the Waymo AV was traveling and made contact with the driver side of the Waymo AV cab.  The Waymo AV transitioned to manual mode and the test driver took control.  At the time of the impact, the Waymo AV's ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position).  The Waymo AV sustained damage and the third-party Class 8 semi-truck and trailer did not stop to exchange information.
Transdev Alternative Services is reporting this crash under Request No. 2 of Standing General Order 2021-01.  Transdev may supplement or correct its reporting with additional information as it may become available.  This report is a duplicate of WaymoLLC-202208[XXX]-0 (rev. 2022019[XXX]185808)",
30531-3881,1,Transdev Alternative Services,Monthly,8,2022,SEP-2022,SADHW2S15M1, ,N/A,Jaguar,I-Pace, ,2021, ,1d779bc3c6588a4,10537, ,In-Vehicle (Commercial / Test),5th Generation ADS, , ,, , ,, , ,, , ,,, , ,,,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,AUG-2022, ,AUG-2022,3:52, ,ca8c63af9d4185b,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25, ,Dark - Lighted,Y, , , , , , , ,,SUV,No Injuries Reported,Yes,Crossing into Opposing Lane,No,No, , ,Y, , , , , , , , ,Proceeding Straight,No,No,Yes,2, , ,Y, , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On August [XXX], 2022 at 3:52 AM PST a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a SUV on [XXX] at [XXX].
The Waymo AV was traveling West on [XXX] and stopped at the stop sign at the intersection with [XXX].  As the Waymo AV slowed to a stop, a SUV traveling in the opposite lane, East on [XXX], crossed the intersection with [XXX] and came to a stop in the opposite lane, next to the Waymo AV. After stopping, the SUV began moving again and the front left corner of the SUV made contact with the left side of the Waymo AV.  The SUV then left the scene.  At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position).  The Waymo AV sustained damage.
Transdev Alternative Services is reporting this crash under Request No. 2 of Standing General Order 2021-01.  Transdev may supplement or correct its reporting with additional information as it may become available.  This report is a duplicate of WaymoLLC-202208[XXX]-0 (rev.202209[XXX]162446).",
30531-3880,1,Transdev Alternative Services,Monthly,8,2022,SEP-2022,SADHW2S19M1, ,N/A,Jaguar,I-Pace, ,2021, ,d486f6b56e17cbc,17214, ,In-Vehicle (Commercial / Test),5th Generation ADS, , ,, , ,, , ,, , ,,, , ,,,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,AUG-2022, ,AUG-2022,18:08, ,e0563b63e1a8347,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25, ,Daylight,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,No,No, , , , , ,Y, , , , , ,Stopped,No,No,Yes,0, , , , ,Y, , ,Y, , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On August [XXX], 2022 at 6:08 PM PST a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger car on [XXX] near [XXX].
The Waymo AV was stopped in traffic in the left-hand lane of [XXX], facing East.  The passenger car that had been stopped behind the Waymo AV began moving forward.  The front of the passenger car made contact with the rear of the Waymo AV.  When the light turned green and traffic began moving, the passenger car left the scene.  At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position).  The Waymo AV sustained damage.
Transdev Alternative Services is reporting this crash under Request No. 2 of Standing General Order 2021-01.  Transdev may supplement or correct its reporting with additional information as it may become available.  This report is a duplicate of WaymoLLC-202208[XXX]-0 (rev.202209[XXX]205107).",
988-3684,2,PACCAR Incorporated,Update,8,2022,SEP-2022,1XKYD49X7NJ, ,N/A,Kenworth,T680, ,2022, ,f8d0946bbb70e83,10766, ,In-Vehicle (Commercial / Test),,Y, ,, , ,, , ,, , ,,, , ,,,Yes,ADS,"Kodiak Robotics, Inc.", , , , , ,Y, , ,,AUG-2022, ,AUG-2022,18:00, ,2ef7294be596ddb,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Palmer, ,TX ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,No Unusual Conditions,75, ,Daylight,Y, , , , , , , ,,Pickup Truck,No Injuries Reported,Yes,Proceeding Straight,No,No, , , , , ,Y, , , , , ,Proceeding Straight,No,No,Yes,15, , , , ,Y, , , , , , , , ,Y,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"Monthly Report Update: A police report was issued after the original SGO incident reports were submitted and described the cause of the collision as the pick-up truck's failure to control its speed before rear-ending the Kodiak AV. The content of this report is otherwise
unchanged from the initial incident report submitted on August [XXX], 2022.
On August [XXX], 2022, Kodiak Robotics, Inc. (""Kodiak"") filed an Incident Report (the ""Report"") under the Standing General Order 2021-01 (the ""Order""). PACCAR, Inc. (Paccar) manufactured the Kodiak-operated motor vehicle involved in the incident summarized in the Incident Report. Because Paccar is also a Reporting Entity under the Order, Paccar is submitting a duplicate of the redacted public copy of the Report. Paccar has selected ""Unknown"" in the ""ADS version"" field solely to avoid the second submission of nonpublic Kodiak CBI. Paccar is in possession of Kodiak's response to this field and incorporates Kodiak's response into this submission by reference. Paccar's submission is based on facts supplied to Paccar by Kodiak. Paccar has not investigated the alleged incident and has no independent knowledge of the facts in the Report.",
